species_group,isscaap_group,species,gear,fui,ghg,gear_weighting,species_weighting,consumption_weighting
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,6900,28612,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,8700,36076,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,9500,39393.33333,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,10100,41881.33333,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,11200,46442.66667,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,12800,53077.33333,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,13100,54321.33333,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Bottom Trawls,17300,71737.33333,0.792576523,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,"Other, Mixed, or Unknown",879,3644.92,0.070173816,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,"Other, Mixed, or Unknown",1177,4880.626667,0.070173816,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,"Other, Mixed, or Unknown",1224,5075.52,0.070173816,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Norway lobster,Traps and Lift Nets,2156,8940.213333,0.105160509,0.028606147,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,1329,5510.92,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,1722,7140.56,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,2333,9674.173333,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,2388,9902.24,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,2436,10101.28,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,2438,10109.57333,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,2482,10292.02667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,2518,10441.30667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,2519,10445.45333,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,2575,10677.66667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,2607,10810.36,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,2707,11225.02667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,2710,11237.46667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,2889,11979.72,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,3058,12680.50667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,3067,12717.82667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,3096,12838.08,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,3219,13348.12,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,3330,13808.4,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,3373,13986.70667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,3557,14749.69333,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,3572,14811.89333,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,3631,15056.54667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,3695,15321.93333,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,4077,16905.96,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,4106,17026.21333,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,4362,18087.76,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,4532,18792.69333,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,4731,19617.88,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,5052,20948.96,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,5422,22483.22667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,5453,22611.77333,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,5672,23519.89333,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,5815,24112.86667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,5899,24461.18667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,5970,24755.6,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,6016,24946.34667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,6271,26003.74667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,6896,28595.41333,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,7187,29802.09333,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,8336,34566.61333,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,8379,34744.92,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,9097,37722.22667,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,9294,38539.12,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Red rock lobster,Traps and Lift Nets,9474,39285.52,0.767321156,0.002806002,1
Lobsters,"Lobsters, spiny-rock lobsters",Spiny lobsters nei,Midwater Trawls,1165,4830.866667,8.98E-06,0.020596219,1
Lobsters,"Sea-spiders, crabs",Blue swimming crab,Traps and Lift Nets,846,3508.08,0.107624659,0.148542219,1
Lobsters,"Sea-spiders, crabs",Blue swimming crab,Traps and Lift Nets,941,3902.013333,0.107624659,0.148542219,1
Lobsters,"Sea-spiders, crabs",Blue swimming crab,Traps and Lift Nets,1071,4441.08,0.107624659,0.148542219,1
Lobsters,"Sea-spiders, crabs",Blue swimming crab,Traps and Lift Nets,1082,4486.693333,0.107624659,0.148542219,1
Lobsters,"Sea-spiders, crabs",Blue swimming crab,Traps and Lift Nets,1115,4623.533333,0.107624659,0.148542219,1
Lobsters,"Sea-spiders, crabs",Blue swimming crab,Traps and Lift Nets,1137,4714.76,0.107624659,0.148542219,1
Lobsters,"Sea-spiders, crabs",Blue swimming crab,Traps and Lift Nets,1145,4747.933333,0.107624659,0.148542219,1
Lobsters,"Sea-spiders, crabs",Blue swimming crab,Traps and Lift Nets,1161,4814.28,0.107624659,0.148542219,1
Lobsters,"Sea-spiders, crabs",Blue swimming crab,Traps and Lift Nets,1225,5079.666667,0.107624659,0.148542219,1
Lobsters,"Sea-spiders, crabs",Blue swimming crab,Traps and Lift Nets,1229,5096.253333,0.107624659,0.148542219,1
Lobsters,"Sea-spiders, crabs",Blue swimming crab,Traps and Lift Nets,1247,5170.893333,0.107624659,0.148542219,1
Lobsters,"Sea-spiders, crabs",Blue swimming crab,Traps and Lift Nets,1252,5191.626667,0.107624659,0.148542219,1
Lobsters,"Sea-spiders, crabs",Blue swimming crab,Traps and Lift Nets,1296,5374.08,0.107624659,0.148542219,1
Lobsters,"Sea-spiders, crabs",Blue swimming crab,Traps and Lift Nets,1614,6692.72,0.107624659,0.148542219,1
Lobsters,"Sea-spiders, crabs",Edible crab,Hooks and Lines,47,194.8933333,0.000137105,0.021615413,1
Lobsters,"Sea-spiders, crabs",Edible crab,Hooks and Lines,2015,8355.533333,0.000137105,0.021615413,1
Lobsters,"Sea-spiders, crabs",Edible crab,"Other, Mixed, or Unknown",153,634.44,0.055523318,0.021615413,1
Lobsters,"Sea-spiders, crabs",Edible crab,Traps and Lift Nets,334,1384.986667,0.092373349,0.021615413,1
Lobsters,"Sea-spiders, crabs",Edible crab,Traps and Lift Nets,508,2106.506667,0.092373349,0.021615413,1
Lobsters,"Sea-spiders, crabs",Edible crab,Traps and Lift Nets,527,2185.293333,0.092373349,0.021615413,1
Lobsters,"Sea-spiders, crabs",Edible crab,Traps and Lift Nets,537,2226.76,0.092373349,0.021615413,1
Lobsters,"Sea-spiders, crabs",Edible crab,Traps and Lift Nets,719,2981.453333,0.092373349,0.021615413,1
Lobsters,"Sea-spiders, crabs",Edible crab,Traps and Lift Nets,833,3454.173333,0.092373349,0.021615413,1
Lobsters,"Sea-spiders, crabs",Edible crab,Traps and Lift Nets,1056,4378.88,0.092373349,0.021615413,1
Lobsters,"Sea-spiders, crabs",Queen crab,Traps and Lift Nets,331,1372.546667,0.66859214,0.050986482,1
Lobsters,"Sea-spiders, crabs","Swimming crabs, etc. nei","Other, Mixed, or Unknown",1038,4304.24,0.409737309,0.031728558,1
Lobsters,"Sea-spiders, crabs","Swimming crabs, etc. nei","Other, Mixed, or Unknown",1087,4507.426667,0.409737309,0.031728558,1
Lobsters,"Sea-spiders, crabs","Swimming crabs, etc. nei","Other, Mixed, or Unknown",1136,4710.613333,0.409737309,0.031728558,1
"Redfishes, basses, congers","Redfishes, basses, congers",Argentine croaker,"Other, Mixed, or Unknown",410,1700.133333,0.001812103,0.001608317,1
"Redfishes, basses, congers","Redfishes, basses, congers",Australian salmon,Midwater Trawls,1495,6199.266667,2.69E-07,0.000260156,1
"Redfishes, basses, congers","Redfishes, basses, congers",Australian salmon,Surrounding Nets,62,257.0933333,0.281033451,0.000260156,1
"Redfishes, basses, congers","Redfishes, basses, congers",Australian salmon,Surrounding Nets,65,269.5333333,0.281033451,0.000260156,1
"Redfishes, basses, congers","Redfishes, basses, congers",Black seabass,Bottom Trawls,1457,6041.693333,0.098452869,0.000260135,1
"Redfishes, basses, congers","Redfishes, basses, congers",Black seabass,Gillnets and Entangling Nets,311,1289.613333,0.001840076,0.000260135,1
"Redfishes, basses, congers","Redfishes, basses, congers",Black seabass,Traps and Lift Nets,921,3819.08,0.169460324,0.000260135,1
"Redfishes, basses, congers","Redfishes, basses, congers",Bogue,"Other, Mixed, or Unknown",669,2774.12,0.187916904,0.005290267,1
"Redfishes, basses, congers","Redfishes, basses, congers",Bogue,"Other, Mixed, or Unknown",1155,4789.4,0.187916904,0.005290267,1
"Redfishes, basses, congers","Redfishes, basses, congers",Bogue,"Other, Mixed, or Unknown",9774,40529.52,0.187916904,0.005290267,1
"Redfishes, basses, congers","Redfishes, basses, congers","Cardinalfishes, etc. nei",Midwater Trawls,584,2421.653333,0,0.004055561,1
"Redfishes, basses, congers","Redfishes, basses, congers",Flathead grey mullet,Hooks and Lines,549,2276.52,0.010740804,0.015841352,1
"Redfishes, basses, congers","Redfishes, basses, congers",Flatheads nei,Surrounding Nets,254,1053.253333,0.014557597,0.007084765,1
"Redfishes, basses, congers","Redfishes, basses, congers",Flatheads nei,Surrounding Nets,283,1173.506667,0.014557597,0.007084765,1
"Redfishes, basses, congers","Redfishes, basses, congers",Flatheads nei,Surrounding Nets,287,1190.093333,0.014557597,0.007084765,1
"Redfishes, basses, congers","Redfishes, basses, congers",Flatheads nei,Surrounding Nets,380,1575.733333,0.014557597,0.007084765,1
"Redfishes, basses, congers","Redfishes, basses, congers",Flatheads nei,Surrounding Nets,482,1998.693333,0.014557597,0.007084765,1
"Redfishes, basses, congers","Redfishes, basses, congers",Lesser sand-eel,Midwater Trawls,95,393.9333333,0.005161078,,0
"Redfishes, basses, congers","Redfishes, basses, congers",New Zealand blue cod,Midwater Trawls,1402,5813.626667,0,0.000254031,1
"Redfishes, basses, congers","Redfishes, basses, congers",Ocean pout,Bottom Trawls,631,2616.546667,0.000803242,2.18E-07,1
"Redfishes, basses, congers","Redfishes, basses, congers",Redfishes,Bottom Trawls,963,3993.24,0.655634822,0.005184896,1
"Redfishes, basses, congers","Redfishes, basses, congers",Redfishes,Gillnets and Entangling Nets,297,1231.56,0.064046618,0.005184896,1
"Redfishes, basses, congers","Redfishes, basses, congers",Redfishes,Long lines,396,1642.08,0.028249766,0.005184896,1
"Redfishes, basses, congers","Redfishes, basses, congers",Sand eel,Midwater Trawls,55,228.0666667,0.005161078,,0
"Redfishes, basses, congers","Redfishes, basses, congers",Sand eel,Midwater Trawls,83,344.1733333,0.005161078,,0
"Redfishes, basses, congers","Redfishes, basses, congers",Sand eel,Midwater Trawls,179,742.2533333,0.005161078,,0
"Redfishes, basses, congers","Redfishes, basses, congers",Sand eel,Midwater Trawls,204,845.92,0.005161078,,0
"Redfishes, basses, congers","Redfishes, basses, congers",Sand eel,Midwater Trawls,243,1007.64,0.005161078,,0
"Redfishes, basses, congers","Redfishes, basses, congers",Scup,Bottom Trawls,579,2400.92,0.239299876,0.000862806,1
"Redfishes, basses, congers","Redfishes, basses, congers",Seabreams (Pagrus spp),Bottom Trawls,1319,5469.453333,0.229251616,0.001889622,1
"Redfishes, basses, congers","Redfishes, basses, congers",Small sandeel,Surrounding Nets,59,244.6533333,0.140551044,,0
"Redfishes, basses, congers","Redfishes, basses, congers",Small sandeel,Surrounding Nets,119,493.4533333,0.140551044,,0
"Redfishes, basses, congers","Redfishes, basses, congers","Snappers, jobfishes nei",Bottom Trawls,665,2757.533333,0.148546606,0.010625316,1
"Redfishes, basses, congers","Redfishes, basses, congers","Snappers, jobfishes nei",Midwater Trawls,522,2164.56,0.001437224,0.010625316,1
"Redfishes, basses, congers","Redfishes, basses, congers",Threadfin breams,Bottom Trawls,671,2782.413333,0.418981187,0.050921731,1
"Redfishes, basses, congers","Redfishes, basses, congers",Threadfin breams,Bottom Trawls,754,3126.586667,0.418981187,0.050921731,1
"Redfishes, basses, congers","Redfishes, basses, congers",Threadfin breams,Bottom Trawls,874,3624.186667,0.418981187,0.050921731,1
"Redfishes, basses, congers","Redfishes, basses, congers",Velvet leatherjacket,Midwater Trawls,232,962.0266667,0,5.32E-05,1
Salmonids,"Salmons, trouts, smelts",Coho(=Silver) salmon,Hooks and Lines,735,3047.8,0.132937143,0.034249824,1
Salmonids,"Salmons, trouts, smelts",Pink(=Humpback) salmon,Surrounding Nets,56,232.2133333,0.13088866,0.4229128,1
Salmonids,"Salmons, trouts, smelts",Pink(=Humpback) salmon,Surrounding Nets,304,1260.586667,0.13088866,0.4229128,1
Salmonids,"Salmons, trouts, smelts",Sockeye(=Red) salmon,Gillnets and Entangling Nets,785,3255.133333,0.429080533,0.12266092,1
Salmonids,"Salmons, trouts, smelts",Sockeye(=Red) salmon,Gillnets and Entangling Nets,986,4088.613333,0.429080533,0.12266092,1
Salmonids,"Salmons, trouts, smelts",Sockeye(=Red) salmon,Hooks and Lines,935,3877.133333,0.276235765,0.12266092,1
Salmonids,"Salmons, trouts, smelts",Sockeye(=Red) salmon,Surrounding Nets,513,2127.24,0.274162546,0.12266092,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,1300,5390.666667,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,1351,5602.146667,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,1624,6734.186667,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,1662,6891.76,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,2338,9694.906667,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,2382,9877.36,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,2559,10611.32,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,2602,10789.62667,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,2680,11113.06667,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,2804,11627.25333,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,3029,12560.25333,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,3118,12929.30667,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,3282,13609.36,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,3307,13713.02667,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,3503,14525.77333,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,3571,14807.74667,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Banana prawn,Bottom Trawls,3580,14845.06667,0.469798326,0.020776477,1
Shrimps,"Shrimps, prawns",Brown tiger prawn,Bottom Trawls,4057,16823.02667,0.735134598,,1
Shrimps,"Shrimps, prawns",Brown tiger prawn,Bottom Trawls,4664,19340.05333,0.735134598,,1
Shrimps,"Shrimps, prawns",Brown tiger prawn,Bottom Trawls,5114,21206.05333,0.735134598,,1
Shrimps,"Shrimps, prawns",Common shrimp,Bottom Trawls,597,2475.56,0.984864976,0.032613175,1
Shrimps,"Shrimps, prawns",Common shrimp,Bottom Trawls,750,3110,0.984864976,0.032613175,1
Shrimps,"Shrimps, prawns",Common shrimp,Bottom Trawls,861,3570.28,0.984864976,0.032613175,1
Shrimps,"Shrimps, prawns",Common shrimp,Bottom Trawls,921,3819.08,0.984864976,0.032613175,1
Shrimps,"Shrimps, prawns",Common shrimp,Bottom Trawls,958,3972.506667,0.984864976,0.032613175,1
Shrimps,"Shrimps, prawns",Common shrimp,Bottom Trawls,1002,4154.96,0.984864976,0.032613175,1
Shrimps,"Shrimps, prawns",Common shrimp,Bottom Trawls,1118,4635.973333,0.984864976,0.032613175,1
Shrimps,"Shrimps, prawns",Common shrimp,Bottom Trawls,1312,5440.426667,0.984864976,0.032613175,1
Shrimps,"Shrimps, prawns",Common shrimp,Bottom Trawls,1768,7331.306667,0.984864976,0.032613175,1
Shrimps,"Shrimps, prawns",Eastern king prawn,Bottom Trawls,4147,17196.22667,0.735134598,,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,3871,16051.74667,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,4000,16586.66667,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,4021,16673.74667,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,4506,18684.88,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,4748,19688.37333,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,4841,20074.01333,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,4897,20306.22667,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,5015,20795.53333,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,5440,22557.86667,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,5446,22582.74667,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,5626,23329.14667,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,5683,23565.50667,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,5721,23723.08,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,6044,25062.45333,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,6225,25813,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Endeavour shrimp,Bottom Trawls,7965,33028.2,1,5.07E-05,1
Shrimps,"Shrimps, prawns",Green tiger prawn,Bottom Trawls,6920,28694.93333,0.484798447,0.008069131,1
Shrimps,"Shrimps, prawns",Green tiger prawn,Bottom Trawls,7091,29404.01333,0.484798447,0.008069131,1
Shrimps,"Shrimps, prawns",Green tiger prawn,Bottom Trawls,8006,33198.21333,0.484798447,0.008069131,1
Shrimps,"Shrimps, prawns",Green tiger prawn,Bottom Trawls,8413,34885.90667,0.484798447,0.008069131,1
Shrimps,"Shrimps, prawns",Green tiger prawn,Bottom Trawls,9239,38311.05333,0.484798447,0.008069131,1
Shrimps,"Shrimps, prawns",Green tiger prawn,Bottom Trawls,9900,41052,0.484798447,0.008069131,1
Shrimps,"Shrimps, prawns",Green tiger prawn,Bottom Trawls,10131,42009.88,0.484798447,0.008069131,1
Shrimps,"Shrimps, prawns",Green tiger prawn,Bottom Trawls,10158,42121.84,0.484798447,0.008069131,1
Shrimps,"Shrimps, prawns",Green tiger prawn,Bottom Trawls,10886,45140.61333,0.484798447,0.008069131,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,531,2201.88,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,625,2591.666667,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,724,3002.186667,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,738,3060.24,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,742,3076.826667,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,761,3155.613333,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,827,3429.293333,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,893,3702.973333,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,902,3740.293333,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,942,3906.16,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,944,3914.453333,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,980,4063.733333,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,982,4072.026667,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,996,4130.08,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,1000,4146.666667,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,1003,4159.106667,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,1118,4635.973333,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,1165,4830.866667,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,1176,4876.48,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,1267,5253.826667,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,1309,5427.986667,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,1354,5614.586667,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,1416,5871.68,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,1440,5971.2,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,1500,6220,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,1530,6344.4,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,1602,6642.96,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,Bottom Trawls,2342,9711.493333,0.911920942,0.096789724,1
Shrimps,"Shrimps, prawns",Northern prawn,"Other, Mixed, or Unknown",1224,5075.52,0.002407523,0.096789724,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,1300,5390.666667,0.922339763,0.001806255,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,1300,5390.666667,0.922339763,0.001806255,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,1300,5390.666667,0.922339763,0.001806255,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,1400,5805.333333,0.922339763,0.001806255,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,1500,6220,0.922339763,0.001806255,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,1500,6220,0.922339763,0.001806255,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,1500,6220,0.922339763,0.001806255,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,1600,6634.666667,0.922339763,0.001806255,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,1700,7049.333333,0.922339763,0.001806255,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,1800,7464,0.922339763,0.001806255,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,1800,7464,0.922339763,0.001806255,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,1800,7464,0.922339763,0.001806255,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,2100,8708,0.922339763,0.001806255,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,2100,8708,0.922339763,0.001806255,1
Shrimps,"Shrimps, prawns",Pandalus shrimps nei,Bottom Trawls,2100,8708,0.922339763,0.001806255,1
